dataset,agent,model,query_type,query_id,query,correct_answer,run1_class,run1_label,run1_response,run2_class,run2_label,run2_response,run3_class,run3_label,run3_response
telecom,snow,claude_sonnet3.5,incident,6,How many cells lost availability during the outage on January 2?,19,incorrect_answer,1,0,incorrect_answer,1,0,incorrect_answer,1,0
telecom,snow,claude_sonnet3.5,incident,7,Which 5 cells had the most connection failures during the outage?,"CELL_62, CELL_67, CELL_28, CELL_45, CELL_80",incorrect_answer,1,"I apologize, but I need more information about which specific time period you are referring to as 'during the outage'. Without a specific time window for the outage period, I cannot write a query to find the cells with the most connection failures. If you could provide the start and end time of the outage period, I can help identify the cells with highest connection failures during that timeframe.",incorrect_answer,1,"I apologize, but I need more information about which time period you are referring to as 'during the outage'. To write a query that shows the 5 cells with the most connection failures, I need a specific time period to analyze. The semantic model has the data needed (connection failures can be determined from rrc_connestabfail), but without knowing the outage timeframe, I cannot provide accurate results.",incorrect_answer,1,"I apologize, but I need more information about what time period you consider as 'during the outage'. Please specify the exact time period you want to analyze, for example 'between 2pm and 4pm today' or 'in the last 2 hours', so I can provide accurate connection failure statistics for the cells during that specific outage window."
telecom,snow,claude_sonnet3.5,incident,8,"Were connection failures elevated on cells behind the affected router during the outage, while the core nodes were also under load?","Yes, cell connection failures were 3.7x higher, core node CPU load was 1.1x higher",incorrect_answer,1,"I apologize, but I need more specifics about what time period constitutes 'during the outage' to properly analyze the connection failures and core node load. Without a defined time window for the outage period, I cannot write a precise query to compare metrics before, during and after the incident.",incorrect_answer,1,"I apologize, but I need more specifics about what time period constitutes 'during the outage' to properly analyze the connection failures and core node load. The semantic model has the data needed to compare connection failures on cells behind affected routers and correlate with core node load, but without a specific time window for the outage, I cannot write a precise query.",incorrect_answer,1,"I apologize, but I need more specifics about what time period constitutes 'during the outage' to write a query that analyzes connection failures and core node load during that specific timeframe. The semantic model has the data needed to analyze connection failures on cells (rrc_connestabfail), link them to routers via transport_device_id, and check core node load (cpu_load), but without knowing the exact outage period, I cannot provide accurate results."
telecom,snow,claude_sonnet3.5,incident,9,"Were connection failures elevated on cells behind the affected router during the outage, even though core node session counts looked normal?","Yes, cell connection failures were 3.7x higher",incorrect_answer,1,"This is our interpretation of your question:

Compare the RRC connection failure rates for cell sites connected to affected transport devices with core node session counts over the entire available time period to identify if there were elevated connection failures despite normal core node sessions. This will help determine if connection issues were localized to specific transport paths while core network remained stable.",incorrect_answer,1,"This is our interpretation of your question:

Compare the RRC connection failure rates for cell sites connected to affected transport devices with core node session counts over the entire available time period to identify if there were elevated connection failures despite normal core node operations",incorrect_answer,1,"This is our interpretation of your question:

Compare the RRC connection failure rates for cell sites connected to affected transport devices against core node session counts over the entire available time period to identify if there were elevated connection failures during transport issues while core sessions remained normal"
telecom,snow,claude_sonnet3.5,incident,10,"How many cells lost availability during the outage on January 2, while the core nodes were also under load?",19,incorrect_answer,1,"This is our interpretation of your question:

How many cell sites experienced a drop in cell_availability (cell_availability < 1) on January 2, 2026, during times when any core node had high CPU load (cpu_load > 0.8)? This assumes that an outage is indicated by cell_availability less than 1 and high core node load is indicated by CPU load above 80%.",incorrect_answer,1,"This is our interpretation of your question:

How many cell sites experienced a drop in cell_availability metric while core nodes had high CPU load on January 2, 2026? Note: This assumes that 'outage' is indicated by a drop in cell_availability, and 'under load' refers to elevated CPU load in core nodes.",incorrect_answer,1,"I apologize, but I need more specifics about what date in January 2nd you are referring to (2026 or another year?) and what threshold defines a core node being 'under load'. Once you provide these details, I can write a query to find cells that had reduced availability during that specific outage period while core nodes were experiencing high load."
telecom,snow,claude_sonnet3.5,incident,11,"How many cells lost availability during the outage on January 2, compared to the same time the day before when core nodes were healthy?",19,incorrect_answer,1,"I apologize, but I need more specific information about what time on January 2nd you want to analyze, and what time period on January 1st represents when core nodes were healthy. Without these specific time periods, I cannot write a query to accurately compare cell availability between the two periods.",incorrect_answer,1,"I apologize, but I need more specific information about what time on January 2nd you want to analyze, and what time period on January 1st represents when core nodes were healthy. Without these specific time periods, I cannot write a query to accurately compare cell availability between the two periods.",incorrect_answer,1,"I apologize, but I need more specific information about what time on January 2nd you want to analyze, and what time period on January 1st represents when core nodes were healthy. Without these specific time periods, I cannot write a query to accurately compare cell availability between the two periods."
ecommerce,pandasai,opus4.6,stateful,0,How many users added more than 4 items within 1 hour to the cart but exited without purchasing?,0 users,incorrect_answer,1,1,correct_answer,2,0,incorrect_answer,3,7
ecommerce,pandasai,opus4.6,stateful,1,Did premium users make purchases?,15 users,correct_answer,1,"Yes, premium users made purchases. Out of 41 premium users, 15 made at least one purchase. There were 21.0 total purchases across 191 sessions (purchase rate: 10.99%).",correct_answer,1,"Yes, premium users made purchases. Out of 41 premium users, 15 made a total of 21.0 purchases with a purchase rate of 10.99% across their sessions.",correct_answer,1,"Yes, premium users made purchases. Out of 41 premium users, 15 made at least one purchase. There were 21.0 total purchases across 191 sessions (purchase rate: 10.99%)."
ecommerce,pandasai,opus4.6,stateful,2,What is the average time between viewing a product and adding it to cart?,13.7 mins,correct_answer,1,"The average time between viewing a product and adding it to cart is 825.3 seconds (13.8 minutes), based on 2326 view-to-cart pairs.",incorrect_answer,2,The average time between viewing a product and adding it to cart is 25.24 minutes (1514.24 seconds).,incorrect_answer,2,"The average time between viewing a product and adding it to cart is 25.24 minutes (1514 seconds), based on 3473 view-to-cart pairs."
ecommerce,pandasai,opus4.6,stateful,3,"Did users view, add to cart, checkout, and then purchase?",63 sessions,incorrect_answer,1,exports/charts/temp_chart_07808eaf-f34d-4a86-b45c-9969e6ca299a.png,incorrect_answer,2,exports/charts/temp_chart_cb8616f1-7689-4206-80d2-b5e1d78e919b.png,incorrect_answer,3,exports/charts/temp_chart_577efae7-ac9d-4e0b-93de-c6b7b3d9e107.png
ecommerce,pandasai,opus4.6,stateful,4,How many product views after cart abandonment?,0 views,incorrect_answer,1,1558,incorrect_answer,2,2350,incorrect_answer,3,4443
